keywords,location,times,tipo,experience,modalidade,Total jobs,JavaScript,Python,Java,C#,C++,TypeScript,Ruby,Swift, Go ,Kotlin,PHP, R ,Objective-C,Rust,Scala,Shell,Perl,Groovy,Lua,Haskell,MATLAB,Julia,Dart,PowerShell,Elixir,HTML,"CSS,",React,Angular,Vue.js,Node.js,Django,Ruby on Rails,Spring Boot,ASP.NET,Express.js,Flask,Laravel,Symfony,ASP.NET Core,ASP.NET MVC,Hibernate,Flutter,Ionic,React Native,Xamarin,TensorFlow,PyTorch,Keras,Scikit-learn,Apache Spark,jQuery,MySQL,PostgreSQL,Microsoft SQL Server,Oracle Database,MongoDB,Redis,SQLite,Amazon RDS,Google Cloud SQL,Azure SQL Database,Firebase,Cassandra,Elasticsearch,Couchbase,DynamoDB,Neo4j,MariaDB,IBM DB2,Memcached,Apache HBase,Teradata,InfluxDB,RethinkDB,RavenDB,ArangoDB,requests,NumPy,Pandas,matplotlib,scikit-learn,Bootstrap,Selenium,BeautifulSoup,NLTK,PySpark,OpenCV,Gensim,SQLAlchemy,pytest,unittest,pytest-django,Amazon Web Services (AWS),Microsoft Azure,Google Cloud Platform (GCP),IBM Cloud,Oracle Cloud Infrastructure,Alibaba Cloud,Salesforce Cloud,DigitalOcean,VMware Cloud,Red Hat OpenShift,Heroku,Rackspace,SAP Cloud Platform,Adobe Experience Cloud,Cisco Cloud,HP Helion,Kubernetes,Docker Swarm,OpenStack,Apache Mesos,Pivotal Cloud Foundry,HashiCorp Nomad,VMware Tanzu,Citrix Cloud,Zoho Cloud,Git,Docker,Jenkins,Ansible,Terraform,Linux,Windows,Visual Studio Code,IntelliJ IDEA,Eclipse,Postman,Swagger,Jira,Confluence,Slack,Trello,GitHub,Bitbucket,Jupyter Notebook,Tableau,Power BI,Splunk,Kibana,Prometheus,Excel,Word, SAS ,SAP,SSIS,PowerPoint
Análise de Dados,Brasil,2592000,1,1,1,998,1.0,48.0,4.0,2.0,9.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,1.0,0.0,0.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,101.0,0.0,0.0,0.0,338.0,48.0,0.0,85.0,183.0,21.0
